topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0.0026648956984715155,0.0026659412938160603,0.0026651243048647676,0.2787613414668233,0.002664782865322874,0.7052510332926929,0.0026628767692510533,0.0026640043087575124
0.01043013575436657,0.010433523608135877,0.010431003998797747,0.010425891020121878,0.010437808969398608,0.010427505478514103,0.010422448921248832,0.9269916822494164
0.00658750407989982,0.0065858443006206495,0.9538860243862333,0.006588254892697993,0.00658843097593624,0.006590181322132852,0.006586718140281334,0.006587041902197714
0.00569128057496204,0.37286927122211094,0.005687739598572104,0.5929888258403677,0.0056935184727295845,0.005692988612135033,0.005687009639701012,0.005689366039421588
0.004174782667944298,0.004171220137482242,0.004173870552922057,0.453389388834559,0.5215643746759201,0.004175105742191718,0.0041742668926151045,0.00417699049636552
0.0033818834808301236,0.0033852012423903318,0.003383153171851637,0.0033842151313488583,0.0033840416808717314,0.9763145305894014,0.003384169069861944,0.003382805633443899
0.007357310952540148,0.007362761235597633,0.0073634568357209725,0.548596994939634,0.4072157648318204,0.00736120991226973,0.007377278653054113,0.007365222639362899
0.0029789542547519476,0.0029798017962700723,0.0029794009324158417,0.0029800428289884127,0.0029828054303183867,0.002981886875743693,0.0029787853633728148,0.9791383225181388
0.005965507119614147,0.005960635819308361,0.00596099048684389,0.005961854375895157,0.39569193361093974,0.005959788434386279,0.005959230558638923,0.5685400595943735
0.003128585299894165,0.0031299285984247587,0.003129853537440603,0.003132512804554828,0.0031327130044946526,0.003128289799007078,0.0031276926316108765,0.978090424324573
0.006587967108721198,0.0065838618327028085,0.3531063772666552,0.006596230216728551,0.6073543179406468,0.006590914787162412,0.006589703978280125,0.00659062686910298
0.006256724199516218,0.006256356821735654,0.006256620596593356,0.8189622528534574,0.006259890448165302,0.006255449020520184,0.006258562423940168,0.14349414363607185
0.004812223081380837,0.0048130576078402295,0.00481397159308029,0.9662962208547186,0.004814505495727191,0.004814579874875375,0.004818774464074467,0.004816667028303103
0.006583940666553808,0.4477784519011404,0.5127003832185245,0.006588086602653434,0.00658889370999155,0.006586631407036269,0.006586417850105081,0.006587194643994929
0.015668573186840378,0.015662029614861826,0.015652113280912545,0.01566265448086115,0.015643888758429866,0.8904395468447361,0.015639507333209086,0.015631686500148987
0.0029808810163379717,0.0029794587300134728,0.0029822309419820837,0.002980510332807483,0.0029806040179215054,0.0029812184681015006,0.35763013263543714,0.6244849638573989
0.0027196255058560847,0.0027230646967837603,0.002721804851520108,0.0027230730587815446,0.0027205376625371288,0.002719574690168025,0.002720261492449525,0.9809520580419039
0.0052135465567185995,0.0052124311773152805,0.005215255296471148,0.005220100205173768,0.005214215320805794,0.0052145683273794015,0.9634949196376514,0.0052149634784845154
0.006256622591562441,0.9561988436273177,0.006256671993625777,0.006256358850303328,0.006258320777442326,0.006257783049151344,0.006259386009693353,0.00625601310090399
0.006587460610371606,0.5162577817529637,0.0065900982252178495,0.44421493851269694,0.006583377883027951,0.006590418994083997,0.006588246782848395,0.006587677238789415
0.0035761459494806206,0.0035743605655554067,0.003574968755998928,0.003576991183001728,0.0035763334545857047,0.9749686755950784,0.003576985217769536,0.003575539278529817
0.004469725179423051,0.004475130593216975,0.004470137857617678,0.004472390881413947,0.004469788516736981,0.9686975893210541,0.0044724078985025895,0.004472829752034724
0.003212437526635862,0.0032132898420277616,0.0032101954517976144,0.003212685703309864,0.0032113181910513196,0.6056567278786135,0.003210045521435456,0.3750732998851287
0.0056866956812555896,0.960170909719292,0.0056866435093222475,0.005689830305929664,0.005693185899597763,0.005692445183552268,0.005685639413938102,0.005694650287112517
0.00962638237473694,0.00962678134653346,0.009632563301051259,0.009630941800872471,0.009633603664652955,0.9325971793397987,0.009631371850019695,0.009621176322334505
0.11921362172450382,0.005961309150259027,0.005960318044990497,0.00596132594974247,0.005959222240208528,0.8450223347894792,0.005959708482306022,0.005962159618510445
0.005439831331771533,0.0054436136098618935,0.00544261900216498,0.0054448654579482576,0.00544081124441451,0.9619071089640475,0.005439414965988119,0.005441735423803251
0.0035767621316709257,0.0035757705652316625,0.0035756814602459124,0.003577645827830185,0.974962908513103,0.003576229023746332,0.003580158240738616,0.0035748442374335943
0.007822247507164105,0.007818249622122906,0.007827018845264332,0.007819727591189853,0.007828827495506398,0.9452381843240226,0.007821075682725581,0.007824668932004158
0.003474326840712352,0.0034777001684441608,0.003477514505707927,0.003478403403978383,0.003477800207682921,0.003475758286820038,0.9756596720811008,0.0034788245055532192
0.013893787843580788,0.013898160219726091,0.013902149152878145,0.9026909164870651,0.013903037826221569,0.013898426706271175,0.013902476809465172,0.013911044954791868
0.008341696595933866,0.008344688920262137,0.008355555783604392,0.0083493467075871,0.941564854576736,0.008342882508008206,0.008356989184725891,0.008343985723142428
0.005691230154928774,0.005687315366807116,0.005687350000090201,0.005687884015371764,0.005691415253531949,0.005689212332973414,0.9601738562024382,0.005691736673858559
0.006256627287337518,0.006256709457480779,0.006258178991629176,0.006263482015496599,0.006256759354172274,0.9561954972317659,0.006255434352164575,0.0062573113099533345
0.005440405108043813,0.005441205541711418,0.0054392006826984515,0.5737497658181794,0.3936019812267979,0.005442450302891669,0.005442480579262845,0.005442510740414393
0.006264372489669108,0.006258122482159221,0.006257195371656748,0.0062589470300053246,0.006262554070113837,0.00626145973429677,0.0062553896314393505,0.9561819591906598
0.007364983574411635,0.00736206418743658,0.007362541126306179,0.9484468697539966,0.0073640136317640915,0.007365528457424694,0.007366216227382914,0.007367783041277283
0.005443281088114792,0.005441426248239068,0.005444489519203851,0.12312780610470417,0.8442114176449346,0.005441394739537039,0.00544737906784325,0.0054428055874233775
0.011382489876542862,0.01137471566928576,0.011374130551762637,0.4282068402376051,0.5035260286341646,0.01138179868923963,0.011380109711661476,0.011373886629737887
0.006258442222335791,0.48011429730200345,0.0062558396768543564,0.006257360972701102,0.48234051759213925,0.006256930187978188,0.006257808959810989,0.00625880308617681
0.008341991159751667,0.008344415896981622,0.008339067623843798,0.512455415497386,0.008340458809284131,0.008342975342861469,0.00834842220485872,0.4374872534650325
0.005958843871620416,0.005956049950031954,0.005957940749281159,0.005959873198190114,0.005962050603061924,0.8445489085664062,0.0059628479897766585,0.11969348507163154
0.9775277556617213,0.0032084030978418747,0.0032093072642880673,0.003210442183443397,0.0032098888934950533,0.003213363127777489,0.003209558515352745,0.003211281256080018
0.24764163107776901,0.004471681999719798,0.004469908435645347,0.7255320383521745,0.004470375109782607,0.0044725302821411956,0.004469569163339579,0.004472265579427923
0.0052154824148906926,0.005218246174372669,0.005212931572083696,0.005217198074071766,0.4843930304867173,0.005216589996369584,0.209697297298215,0.2798292239832794
0.005443491742244717,0.9618858402166235,0.00544358245905041,0.0054449866519775784,0.00544414062277418,0.0054447495841249225,0.00545003990629277,0.005443168816911892
0.005440076460625208,0.6367962588994441,0.005441539376347067,0.3305495981340897,0.0054422348691744865,0.0054428782615818135,0.005444802452229041,0.005442611546508534
0.005689496277441926,0.005690138950333032,0.005691236219381738,0.9601619577461508,0.005691435770067811,0.005695467616323347,0.00569171029481204,0.00568855712548934
0.960179858386345,0.0056903818855116315,0.005691640316412919,0.005688409665635177,0.00568930251211147,0.005684919430990469,0.005686242110428753,0.0056892456925646834
0.015635771764157848,0.015648200352886183,0.015636556520368133,0.8904648470896855,0.0156632684746242,0.015651558978382853,0.01565193675191304,0.01564786006798225
0.004171773640451112,0.15597320267340906,0.00417228839088093,0.6947913288928991,0.1283761068684773,0.004171182558108831,0.0041723561371161165,0.004171760838657556
0.002981224066210165,0.002982189080136484,0.0029804984590540095,0.0029832183587650517,0.002981014570045031,0.9791298041345105,0.002981523124138593,0.002980528207140229
0.006953415911394121,0.006957600722211688,0.006954899627477085,0.5558239150238559,0.006964397937221758,0.4024407725031378,0.006954724841740497,0.006950273432961101
0.0024075224128487483,0.00240644812290551,0.0024070736773579055,0.0024067424567405155,0.0024069038087948286,0.9831496101850902,0.0024072266352136353,0.0024084727010487417
0.0029100805432035184,0.0029125677684081553,0.0029108387943636094,0.5543515435979615,0.002910507333780657,0.00291317185008153,0.0029132287113643367,0.42817806140083664
0.008934989566762868,0.008937334964642865,0.9374365867790893,0.008939826944199349,0.008939238661635165,0.008938478238834589,0.00893709538145915,0.008936449463376787
0.0021961468570777893,0.0021965407810523364,0.002196405174657272,0.6749196602723607,0.31189979086841135,0.002197616241906101,0.002197184527853551,0.002196655276680744
0.006589754267698738,0.00658794990061457,0.9538723258726006,0.006591114518105836,0.00658968541807637,0.00658844947185417,0.006589791001696445,0.0065909295493531495
0.006951052167569396,0.00695476793061756,0.006960720311676709,0.006952681430333876,0.3377505088401818,0.6205232964371377,0.0069555612743322556,0.006951411608150742
0.0036808885018472346,0.9742214484974954,0.003680729854267141,0.003685198156073756,0.00368291877765882,0.0036829361287460446,0.003683478053641687,0.0036824020302696743
