topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
0.004040211015630032,0.004037040613872205,0.9717299494087955,0.004040205944644209,0.004037599874281485,0.004038592277880119,0.004038793763562935,0.004037607101333449
0.0034757608898105022,0.0034756946077347402,0.003475771506709894,0.003475683855029894,0.003475735632167673,0.003476024400971195,0.003475906771034872,0.9756694223365412
0.002910035878324078,0.002909517720774932,0.002908933641459991,0.0029091209796175818,0.0029091161105305255,0.9796352626459044,0.0029089772711072613,0.0029090357522812437
0.9539277165616944,0.006581005956056031,0.0065838171163631835,0.006580346095264972,0.00658262774476958,0.0065812761556559695,0.006581325173392159,0.006581885196803869
0.002453434298661746,0.0024531284213955137,0.0024536656205872698,0.0024526214811079875,0.0024535786869337734,0.0024534084811446404,0.9828263831989443,0.0024537798112248175
0.9824769589515543,0.002502886264598649,0.0025030799434954286,0.0025032844546159765,0.002503417135843882,0.0025028755316711705,0.0025032461262127844,0.002504251592007907
0.005006420270273259,0.005006231425131729,0.005004843159493144,0.005010993489948135,0.964951812338524,0.00500731754261693,0.0050046713612931564,0.0050077104127197875
0.0017624692802482899,0.0017623829649025642,0.9876637486506498,0.001761884971892836,0.0017626140056073358,0.0017621113313431864,0.001761992556981203,0.0017627962383748317
0.9905843233552508,0.0013449509877490116,0.0013449796839058279,0.0013448862944529538,0.0013452491546589015,0.0013452380697506572,0.001345027480039573,0.00134534497419225
0.966320241057952,0.004812130348702491,0.004810487934160724,0.004810898538420637,0.004811945979938027,0.004811593250939376,0.004811219760013205,0.004811483129873624
0.0017145878718847676,0.0017150504495225894,0.0017145625181593052,0.001714538630724099,0.0017147751994172106,0.001714527237062506,0.9879966968699628,0.0017152612232666574
0.003791451510471243,0.0037930730012906686,0.00379059073434478,0.003790179215347276,0.003790844031407915,0.9734610597085208,0.0037905594971586612,0.0037922423014585946
0.00521883010948337,0.005217572874611299,0.005217030111187497,0.005211729518410178,0.005215376787159188,0.005215444959986196,0.9634883186586723,0.005215696980489908
0.9813625276640773,0.0026618660261488276,0.0026620319027829613,0.0026621868189536163,0.0026625609010542065,0.002662777725672311,0.002662950482304466,0.002663098479006183
0.001786948738104169,0.0017873776767894892,0.0017872831953825471,0.001786619129414956,0.0017872520140686616,0.9874904750129789,0.0017868850742129062,0.0017871591590484393
0.9707935759060488,0.004171236122173929,0.004172325847183928,0.004170472163090616,0.004173393165407599,0.004172221999649188,0.004171468121350417,0.004175306675095462
0.005212989095734052,0.005213043044601932,0.005214335970645544,0.005216037214821095,0.005213371924033735,0.005211624850372316,0.005211131204949345,0.963507466694842
0.9791452323847185,0.0029796605176953504,0.0029789696297646317,0.0029785269686505287,0.002979753880932509,0.002978626796773695,0.00297848893016467,0.0029807408913001257
0.002720749618385558,0.0027201540351347825,0.9809542839665016,0.0027203262423489524,0.002721444804108048,0.0027209844678092723,0.002720337418374844,0.0027217194473368156
0.001359732181611102,0.9904812088303216,0.001359897194072693,0.0013597202420025738,0.0013602613208190605,0.0013598838837611507,0.0013594617409443792,0.0013598346064674477
0.0034751662628841355,0.0034762274276021066,0.9756653743040888,0.003475828818043135,0.0034759242857473737,0.003476911178633941,0.0034765021173066117,0.00347806560569393
0.003575010581253564,0.0035740338614544285,0.0035742945322627807,0.003573515772873138,0.9749797464722955,0.0035746414497739108,0.0035746913425242703,0.003574065987562419
0.0032086079679857463,0.0032071656884024606,0.9775483642661101,0.0032067860793143677,0.003207051194503396,0.0032070810379253366,0.003207957018299091,0.0032069867474593503
0.9903759539720226,0.0013748958795208204,0.0013747157359352475,0.0013750211339777177,0.001374558388006629,0.0013751188207404954,0.0013749102408082972,0.00137482582898815
0.0036806977240766516,0.0036813328082362174,0.003680909993551832,0.0036810182172441544,0.003681594215069398,0.9742321088023181,0.003680414739193386,0.003681923500310379
0.002662428360690264,0.0026628271640394066,0.002664357674515064,0.9813594884100418,0.002662780024879848,0.002663693786086882,0.0026620379998346187,0.0026623865799120863
0.002317605938995431,0.0023173271165081093,0.0023168438256705114,0.002316421671916682,0.0023177271405008027,0.0023164958526098772,0.9837798824494287,0.0023176960043698835
0.984080804231437,0.002274131028853237,0.002274457036865576,0.002274139978740059,0.0022742723485158363,0.0022739092681369473,0.0022739503429384266,0.002274335764512937
0.003793991335360558,0.003794873886435073,0.0037935357470004105,0.0037915407783243953,0.0037925053589752873,0.9734484512811078,0.0037924610136521454,0.0037926405991443664
0.003909407913472259,0.0039112778351085495,0.003909259655906512,0.003908440720851714,0.9726318100863748,0.003910265844681228,0.003909506248706629,0.00391003169489827
0.0014061728075803678,0.0014056728205872448,0.0014060209791631323,0.0014059813279001545,0.0014063073885927288,0.9901581052940209,0.00140569947849008,0.0014060399036653203
0.004171869158539032,0.00417238576649401,0.004172933610931278,0.24012972209593678,0.004170969380130494,0.004171873966767158,0.004171377817599983,0.7348388682036012
0.973444237506511,0.003793101266697275,0.0037933355327907123,0.003791698621202583,0.0037940781417165276,0.0037940809814964614,0.0037936220468293377,0.0037958459027561376
0.003382824211039442,0.003382363327552088,0.16665186349421726,0.003382650931513252,0.003383081506088285,0.8130538064535842,0.003381730128960163,0.0033816799470454124
0.0040365040138324705,0.004036477286976917,0.9717484804957444,0.004035647891305721,0.004036518637293239,0.004035329814562428,0.004034810552766464,0.004036231307518385
0.9697897610709628,0.004314396346641928,0.004317339921157846,0.004314609104059595,0.004313981177636836,0.004317242551806517,0.004316494432401023,0.00431617539533351
0.0032925947756378723,0.0032926598534491237,0.0032930295879773693,0.0032928281280940074,0.003293810151430179,0.003293300569037222,0.003292698278732725,0.9769490786556415
0.004171659110443827,0.004171562531559817,0.0041722573104159685,0.004170628006988491,0.004170597759449496,0.004171303819067798,0.004169587851221824,0.9708024036108528
0.0036801173589306175,0.00368139428413228,0.9742373348225174,0.0036795543124978703,0.003680110261278727,0.003681277177737901,0.0036800239897502108,0.003680187793154998
0.0017877495379846004,0.0017874252178827123,0.0017882891147875375,0.0017875872762027126,0.987485864834997,0.0017879440230491555,0.0017870302930404972,0.0017881097020557505
0.9831604013707334,0.0024056841623429598,0.002405745695739366,0.002405586414725879,0.002405601707050397,0.002405777774077624,0.0024055923783282158,0.002405610497002056
0.002662180175920661,0.002661662217977602,0.9813645222026012,0.0026620848781645696,0.0026623212252404977,0.0026619208988827776,0.002662442313930774,0.0026628660872819302
0.96755673499143,0.004633975019619046,0.00463316314761362,0.0046363007065607946,0.004634361164352127,0.004633991654630646,0.004636498012812782,0.004634975302981004
0.004314883827138246,0.004313793669002367,0.004314983919090032,0.004312625604555097,0.004313135314616273,0.9698035535654438,0.0043129647205110465,0.004314059379643124
0.004034702933805887,0.004034959975990303,0.9717534363616153,0.004033961095924559,0.0040371187179990865,0.004034909472017366,0.004035351725675724,0.004035559716971735
0.0027206254821493235,0.0027203132391291087,0.0027199592190352098,0.9809574083045296,0.0027202237691154357,0.002720297893747818,0.0027199554105322736,0.002721216681761299
0.004636576383358836,0.004634729787918382,0.9675570259983672,0.00463587004500339,0.0046331569219715,0.004634080028146167,0.00463306168691595,0.004635499148318549
0.003382275442198273,0.0033809230499574463,0.0033816649791933696,0.9763283578785039,0.0033825865310186834,0.003381222394989202,0.003381680775587524,0.0033812889485515863
0.002275398572722308,0.3098753902125173,0.0022753522231016045,0.676471935507436,0.0022753667030145715,0.002275360438427266,0.0022750587205274467,0.002276137622253588
0.003910685907536838,0.97262266623775,0.003913826807198101,0.003910365352302295,0.003910760579016841,0.003910777345415461,0.003909864101474316,0.003911053669306276
0.9865245589418786,0.0019250934618770445,0.0019254665015382394,0.0019248963044610579,0.001925148659523268,0.0019253128914664209,0.0019244203811027733,0.0019251028581525876
0.0012640839305579675,0.0012642932891858392,0.001263782287548953,0.0012637938134908598,0.0012640926713517072,0.0012640527205486749,0.001264092545808404,0.9911518087415077
0.004469584166686014,0.9687224211441644,0.00446813092416444,0.00446736592486591,0.0044692390124682815,0.004468645317392315,0.004467488078206917,0.004467125432051684
0.0035755155958165107,0.0035751923138554464,0.9749765332826213,0.003574100954636643,0.003574542141450017,0.003574300846509796,0.0035741387255424774,0.003575676139567692
0.0016249068535060423,0.0016249240963448956,0.0016250719606279815,0.9886252855269837,0.0016255359098407867,0.0016250539851359119,0.001624532329368766,0.001624689338191781
0.8500799206647917,0.0016042530684798751,0.0016042120378913925,0.0016039363672432196,0.0016039475015289374,0.0016040567672804752,0.0016036602228722441,0.14029601336991207
0.9675691967092473,0.0046337307367541715,0.004632436374049898,0.004633671449515971,0.00463364844861736,0.004632101289632634,0.004631989257890682,0.004633225734291948
0.0027196623943415593,0.002720229495092227,0.002721443662304558,0.002719668389231154,0.0027192803095063343,0.0027196568578750258,0.0027198283494255355,0.9809602305422237
0.006948105869127781,0.006945081026466074,0.006948123379681224,0.9513650260121332,0.006949969474275866,0.006948162565074923,0.006947232201060327,0.006948299472180493
0.9786320133218709,0.00305314353534132,0.0030521581613092994,0.003052376963196841,0.0030529542555937203,0.003052551088101002,0.003051915328723495,0.003052887345863493
0.9858735829341804,0.002018191341114201,0.002017720421511663,0.0020178237658653683,0.002017797258243632,0.002018212471205844,0.002018160102293445,0.002018511705585506
0.006256667928361814,0.0062575764619706735,0.006256601496575744,0.006254360400670997,0.006255988643072181,0.0062545478521323205,0.006255332606324678,0.9562089246108917
0.005441895972729467,0.005442286067627242,0.9619028793165001,0.005445055413918994,0.005443217361002868,0.0054403918242388796,0.005441350459159437,0.005442923584823084
0.005959966732081281,0.0059592463339227415,0.005959751660138021,0.0059580209523565734,0.9582902726304839,0.005957582559217123,0.005956620215419056,0.005958538916381239
0.005215348897122741,0.00521704550771048,0.005214322136653795,0.9634922912535727,0.005214183028761897,0.005215774053714728,0.00521358662994505,0.005217448492518629
0.0027215868179117104,0.0027202682369193735,0.002721066177400598,0.00271926326064672,0.0027212981707437486,0.9809552290874515,0.002720532224987202,0.00272075602393902
0.0037927516612433513,0.0037921130448712046,0.9734528978082395,0.0037920693650962487,0.003792974078022666,0.003793050629627026,0.0037914629142666253,0.003792680498633398
0.0037916757137994427,0.0037914981334693522,0.003790970287268311,0.003791493681002868,0.0037918786706888177,0.003791265937022359,0.0037915217875418954,0.973459695789207
0.0035741700388694,0.0035746319075247454,0.0035746682972930435,0.003573563041849918,0.0035743853828350287,0.003574809263726805,0.974979807591013,0.0035739644768880067
0.005441267108262794,0.005441094713310193,0.961918461282186,0.005439873876836143,0.005440786793851042,0.005438978556965197,0.005440127247221576,0.0054394104213669366
0.006257404847588475,0.0062558189283568695,0.006253241429135058,0.006254473903401605,0.006258237823257677,0.9562082000284217,0.006255508224991622,0.006257114814846841
0.004312979461613145,0.004313616716090868,0.9698056335590969,0.004313261909712347,0.004313242879669298,0.004315636738292568,0.004312473431408977,0.004313155304115879
0.005440439597530929,0.005440922200590827,0.005439783685640496,0.005439903529753768,0.005441388181267607,0.005440176256509903,0.9619137761191189,0.005443610429587689
0.9619108981319074,0.005438295445630786,0.005440607666482744,0.00543895817289453,0.0054441487141799385,0.005444546323805302,0.005441636022095585,0.0054409095230036255
0.9813649080025525,0.002662200820839708,0.002662438364228064,0.0026615776484913488,0.0026619519022700938,0.0026619676225097533,0.002661143400653578,0.0026638122384548403
0.9734477503249381,0.003793010560677516,0.003792275037339231,0.00379324038518903,0.0037929904402666703,0.0037931876228482512,0.003793397651568455,0.003794147977172624
0.0032911270776881697,0.003290472629160425,0.003291254383664285,0.9769643140136095,0.003290687377369504,0.0032903738720488807,0.0032906284223638885,0.003291142224095491
0.001954973759494777,0.001954954440507615,0.001954263618696875,0.9863161169606752,0.0019549502277481003,0.001954901963314577,0.0019545445111036237,0.001955294518459361
0.002661509857816483,0.002661693087053741,0.0026614670326916283,0.002660672093156873,0.002661618560753123,0.002661141737910871,0.0026616729931159236,0.9813702246375015
0.005959686150651069,0.005959439969566344,0.005956849346387768,0.005958863318584264,0.005958797221991752,0.958289479786219,0.005956621385663831,0.005960262820935968
0.9726219848320279,0.003910755274607437,0.0039116809535621275,0.003909868124321493,0.003913160504461895,0.003910615790556269,0.003909838925814276,0.003912095594648667
0.0030524923429867744,0.0030507937891347467,0.003050669767647827,0.003051312185749854,0.003050962531665161,0.003050407615941782,0.0030507837770427037,0.9786425779898311
0.004811672704792973,0.004809727879405674,0.004811594277712456,0.004811285874209723,0.004814201521412809,0.004812616508011128,0.004810640467955363,0.9663182607664998
0.5938500287471175,0.0036809616681055196,0.0036807963655338147,0.38406398034995004,0.003679990833944902,0.003680547932345167,0.0036817758497540063,0.0036819182532490963
0.003476340541060951,0.0034768779828134684,0.003475423964509517,0.9756673626717629,0.003474974330597811,0.0034758669882045874,0.0034756527147335684,0.003477500806317263
0.0029099107456672926,0.002912860421524107,0.0029116748099504357,0.0029088946757540534,0.9796264713938956,0.002909820635130946,0.0029098540302950043,0.0029105132877827156
0.0039100426816948575,0.003909796328953227,0.0039095713894536175,0.0039107394160291615,0.003910091204764776,0.003909740011340356,0.0039098477933307675,0.9726301711744333
0.0032074773238819523,0.003207777834926857,0.0032076888822585112,0.00320654165639672,0.0032074754289800047,0.9775464029892776,0.003209178064910541,0.003207457819367924
0.003381960892842577,0.0033811416718347227,0.003383283844826773,0.0033811942635380227,0.0033804980999948327,0.9763298970240172,0.0033803302077839137,0.0033816939951621682
0.001737564445973928,0.0017377811364250096,0.0017382063468380515,0.0017377762911481827,0.001737793567624608,0.0017380262040460471,0.0017372845172761362,0.9878355674906681
0.003680019457227663,0.003679883512641177,0.9742391534269285,0.0036809098869142504,0.003681019490461539,0.0036795495375504792,0.0036792236290276122,0.0036802410592487603
0.0023609680991064515,0.002360179340110153,0.0023604056120897503,0.002359985700495448,0.0023608115618328034,0.0023606332667977393,0.9834766138813276,0.002360402538240149
0.00305171976971184,0.0030515556593525414,0.003053131766171497,0.0030525541111578337,0.9786361782727024,0.0030516965115905633,0.003051379771054072,0.0030517841382593953
0.00379158583236153,0.003791465881734748,0.973457627299529,0.0037919634643957764,0.003791295412580756,0.003791567538826604,0.0037918572412907704,0.003792637329280756
0.0019256773469599293,0.0019248684844447442,0.0019251101435542948,0.0019251403406654669,0.0019251007179564798,0.0019248439404109976,0.9865242371550873,0.0019250218709209418
0.0056872362077731746,0.005687387031228424,0.005686550471529677,0.005685202289108723,0.005692462196556644,0.9601877668697625,0.005684754695217884,0.005688640238822969
0.001304013625580819,0.9908735321575326,0.0013036857266138387,0.001303520826388244,0.0013038638152262948,0.0013041321880485131,0.0013035401828355169,0.001303711477774324
0.08421364685133609,0.0020860496899041303,0.002086503945074876,0.9032700754483572,0.002086183390541537,0.0020856637462183312,0.002085726675279794,0.002086150253288076
0.0028452000346508664,0.0028454620462163172,0.9800845605243693,0.0028450578348140584,0.0028451732095197977,0.002844375362818704,0.0028435443526253204,0.002846626634985608
0.9800969253435227,0.002843454123765222,0.0028432036099181354,0.002842360939962457,0.0028434450161735343,0.0028438305181455056,0.002843285777824028,0.002843494670688394
0.004036678982645085,0.004035197148397973,0.00403569195516428,0.004036772115440395,0.004036276949630376,0.004036186381914978,0.004034969455442729,0.9717482270113642
0.002606691980877547,0.002607251380652325,0.0026064538979329592,0.9817521407826068,0.0026066423849352314,0.002607151663079269,0.002606764668198836,0.0026069032417170884
0.001227067974866928,0.10838759195355661,0.0012267841461039294,0.0012265489052844906,0.8842513907285214,0.0012268401103289839,0.0012265212500774537,0.0012272549312602665
0.4471300786999348,0.0034762066023864523,0.00347832729442469,0.00347800423056983,0.003476559927305229,0.003477677855271816,0.0034759076948629617,0.5320072376952442
0.005440275296036542,0.005442645269266407,0.9619148241330797,0.005438014056850091,0.005439838639423505,0.005442796814278328,0.005440514243313902,0.005441091547751519
0.003908884946485573,0.003909849695522294,0.9726392035805708,0.0039078961650963525,0.003908686602725776,0.00390884987134103,0.00390850933528508,0.003908119802973193
0.976331943582833,0.003381492478419892,0.003381067281267066,0.0033819233753859326,0.003381306939327477,0.003381192227139793,0.003379764072706289,0.0033813100429205037
0.005005337507860996,0.005005527894042699,0.005008932544347455,0.005005341511233488,0.005004455583208695,0.0050041552726379996,0.005005524324463007,0.9649607253622056
0.0035750867016256915,0.9749800871496964,0.0035742966672556655,0.003573681173824897,0.0035743758191897476,0.0035746352948868684,0.0035740944541137513,0.0035737427394067116
0.004636063669719058,0.004634467773389855,0.004638584105623482,0.004635087143880297,0.0046348905585629815,0.004633985259540979,0.9675500762929419,0.0046368451963414905
0.001565298571089839,0.0015642649969716757,0.0015642636731782594,0.0015643579517560372,0.0015640588137351703,0.9376743946661744,0.001565096693345878,0.0529382646337487
0.004633071439397111,0.00463363388301472,0.004635655343939022,0.004632816481745788,0.9675644257582825,0.004632851742591477,0.004633718373433129,0.004633826977596309
0.004167040457662473,0.004166974948400888,0.004166944654201887,0.004166861580842976,0.0041679022440696345,0.004167393678654604,0.9708288921392445,0.004167990296923145
0.003910149715948376,0.9726292977094763,0.003909425188616718,0.003909582233732651,0.003910428437815376,0.003910298228852416,0.003910729487933153,0.003910088997624977
0.003053021662067227,0.9786338924145466,0.003051969071157516,0.0030515501656094173,0.003052679956688388,0.0030520565705927163,0.0030523700201796075,0.0030524601391585756
0.0016459680725094768,0.0016460711557899812,0.0016460594523701481,0.0016458216061193784,0.9884787071431558,0.001645706527573156,0.0016454350767068065,0.0016462309657751728
0.005687969537895116,0.9601805582719198,0.0056889818420956095,0.005687344779605916,0.005689362639839193,0.005687715953287385,0.0056894458867113714,0.005688621088645507
0.002234110885578134,0.002234531928695789,0.002234755291070827,0.0022342926937548406,0.9843584594802337,0.0022350613155212857,0.00223424621436923,0.0022345421907762663
0.0017623133988909124,0.001762314413267743,0.001762321234540136,0.9876633431843811,0.001762316996101721,0.0017620192094922726,0.0017619555582498914,0.0017634160050762192
0.0023182336268497902,0.4959261881751123,0.002317654032171888,0.002317781676143075,0.4901669924667268,0.0023182367963911574,0.002317133556124007,0.0023177796704810334
0.9831559592548638,0.0024069084533807476,0.0024060741432332896,0.0024055069331377606,0.0024063951152928,0.002406276878241856,0.002405915842726301,0.002406963379123602
0.0015642183911882873,0.0015641062656318193,0.9890505627880025,0.0015639131582667243,0.0015641108691203008,0.0015639965689243853,0.0015640828025604314,0.0015650091563055221
0.004316164679973003,0.004314848734060643,0.9697837221608463,0.004318840849751446,0.00431685236711682,0.004317119787735643,0.0043151644044633446,0.0043172870160527385
0.9858762573639899,0.0020177017928370506,0.002018238469523152,0.002017511097327815,0.002017727300412999,0.0020177229268056704,0.0020172504098225734,0.002017590639280791
0.004635458625474609,0.004633118312244433,0.9675521846853568,0.004634231412523884,0.0046363142769525545,0.0046350750705484774,0.004636437763105669,0.004637179853793664
0.004172345484779379,0.004170068243659341,0.9708045343510886,0.004168939771608737,0.004170713078554919,0.0041716723741324555,0.0041706161145477925,0.0041711105816287205
0.9717505236849855,0.004034548294804534,0.004035545576795883,0.00403560682572438,0.004036262365894315,0.004036832323824864,0.004034995939082669,0.004035684988887865
0.0025534152968418426,0.9821280879417352,0.00255272501133081,0.002553029904892255,0.002554057374618994,0.0025528227283878276,0.0025529140604372788,0.0025529476817556943
0.00142164321720533,0.9900492551741285,0.0014216381004354343,0.0014214940065057065,0.0014214373732952183,0.0014213578110225512,0.0014214728660826065,0.0014217014513246454
0.0026071230125766323,0.0026063609455659006,0.002606404512186352,0.002606010583645677,0.0026067374245794285,0.9817534624033265,0.0026062486451742814,0.0026076524729452106
0.9869233392570768,0.0018683961725284028,0.0018680838974992314,0.0018676961610482668,0.0018681992005400456,0.0018685852573678465,0.0018677456965224964,0.0018679543574169548
0.006584735228775061,0.00658068374158451,0.00658127549090644,0.006580224066464617,0.006581889356958599,0.0065830198492056275,0.006581844520692325,0.9539263277454127
0.003381002808207972,0.003381249195456265,0.0033850282125718286,0.003381793319506511,0.003382796091905473,0.0033817562461900515,0.9763244528946017,0.003381921231560261
0.005004928761695771,0.005008285037672007,0.0050072817965342055,0.005005707570336962,0.9649567293400838,0.00500634576753931,0.005005258923549056,0.0050054628025888925
0.005007667532137101,0.0050047382509540205,0.0050050882256775266,0.0050071041122992195,0.9649560472204483,0.005007386930091873,0.005006415813670396,0.005005551914721664
0.0026632131380187694,0.0026632622769037577,0.0026631355427893626,0.981358232314116,0.0026638189782426055,0.0026628657789307987,0.0026618382703747045,0.002663633700623907
0.9837794674239019,0.0023165225190386524,0.002317431510388841,0.0023173792599611837,0.002317934598169842,0.0023170421079380817,0.0023169717045772933,0.0023172508760242088
0.002980295190168193,0.0029795814191493665,0.9791443272744982,0.0029787702278637504,0.0029791058973324186,0.002979080750257182,0.002979531950241239,0.002979307290489737
0.0037991401458379107,0.0037959894612426583,0.003793158316051134,0.0037934991252373948,0.003794593479447643,0.0037944954138976143,0.003796870651672309,0.9734322534066132
0.9781039298399524,0.0031276873093289154,0.0031282060610109204,0.003127520426406723,0.0031279248634255414,0.0031287897807839443,0.0031281723704936763,0.0031277693485978644
